model,year,transmission,mileage,fuelType,tax,mpg,engineSize,price
 Galaxy,2016,Automatic,56314,Diesel,208,56.7,2.0,18068
 Kuga,2017,Automatic,27364,Diesel,1,68.2,1.5,16290
 Kuga,2007,Automatic,5198,Petrol,145,42.3,1.5,17483
 Focus,2020,Manual,3337,Petrol,145,44.6,1.0,12002
 Kuga,2017,Manual,33460,Diesel,0,74.5,1.5,7847
 Focus,2019,Manual,1635,Petrol,145,65.7,1.0,15418
 C-MAX,2015,Manual,113944,Diesel,21,72.1,1.5,6543
 Ka+,2018,Manual,8974,Petrol,146,47.6,1.2,5310
 Kuga,2017,Semi-Auto,28566,Diesel,152,48.4,2.0,13276
 Mustang,2020,Automatic,5367,Petrol,145,27.9,2.7,32352
 Kuga,2017,Semi-Auto,10099,Diesel,145,53.6,2.0,14601
 Mondeo,2019,Manual,29388,Diesel,145,65.1,2.0,16648
 Focus,2017,Manual,80574,Diesel,21,84.0,1.6,6577
 C-MAX,2010,Manual,41121,Petrol,32,66.2,1.2,7416
 Mondeo,2015,Automatic,49020,Other,2,68.4,2.0,14542
 Mustang,2019,Automatic,2327,Petrol,145,34.0,1.1,17932
 Kuga,2006,Automatic,16752,Petrol,235,44.8,1.5,2453
 Fiesta,2016,Manual,12192,Petrol,22,53.9,1.0,11376
 Transit Tourneo,2005,Manual,32323,Diesel,199,47.3,2.0,1813
 Kuga,2018,Manual,35831,Diesel,144,34.3,1.5,16322
 Fiesta,2015,Manual,35396,Petrol,1,67.7,1.6,10124
 Kuga,2017,Manual,30522,Diesel,145,64.7,2.0,14731
 C-MAX,2017,Manual,19517,Petrol,146,51.3,1.5,11693
 Fiesta,2015,Manual,31616,Petrol,145,64.5,1.2,7430
 Grand C-MAX,2009,Automatic,13878,Diesel,30,55.3,1.5,2730
 Focus,2017,Semi-Auto,42898,Petrol,146,59.9,2.0,14468
 Fiesta,2018,Manual,21450,Petrol,145,67.0,1.2,10718
 Tourneo Connect,2018,Manual,32033,Diesel,145,65.8,1.5,12774
 EcoSport,2018,Manual,1,Petrol,145,50.9,1.0,18129
 KA,2010,Manual,49068,Petrol,31,55.4,1.2,2849
 Fiesta,2017,Manual,18831,Diesel,145,73.9,1.5,11134
 Focus,2019,Manual,1,Petrol,145,58.7,1.0,17089
 Fiesta,2019,Manual,3446,Petrol,153,63.7,1.0,14237
 Mondeo,2017,Automatic,17808,Hybrid,0,66.2,2.0,13300
 Focus,2017,Automatic,34817,Petrol,157,54.2,1.5,7145
 Fiesta,2015,Manual,31416,Petrol,18,66.4,1.0,7338
 Mondeo,2019,Manual,16068,Hybrid,145,59.5,2.0,15018
 Mondeo,2018,Manual,21238,Diesel,145,55.3,1.5,13527
 Focus,2019,Automatic,15908,Petrol,145,53.1,1.0,18439
 Edge,2018,Semi-Auto,27551,Diesel,145,54.4,2.0,21660
 Mondeo,2020,Automatic,6145,Hybrid,147,66.5,2.0,16165
 Fiesta,2017,Manual,2037,Petrol,148,61.3,1.0,9916
 C-MAX,2018,Semi-Auto,33625,Diesel,145,59.6,1.5,15131
 Grand C-MAX,2015,Automatic,46456,Diesel,0,67.3,1.5,7664
 EcoSport,2018,Automatic,12695,Petrol,145,47.3,1.5,12648
 Kuga,2018,Semi-Auto,22059,Diesel,144,54.7,2.0,16548
 S-MAX,2016,Automatic,21097,Diesel,125,55.8,2.0,14625
 Focus,2016,Manual,62568,Petrol,155,57.9,1.0,6606
 Fiesta,2019,Manual,9188,Petrol,145,58.2,1.0,11042
 Galaxy,2016,Automatic,37237,Diesel,127,55.6,2.0,16422
 EcoSport,2018,Manual,2,Petrol,144,51.3,1.0,10225
 Mondeo,2019,Automatic,3045,Hybrid,141,59.3,2.0,14650
 Galaxy,2016,Automatic,40931,Diesel,2,60.9,2.0,8090
 Focus,2020,Manual,445,Petrol,145,66.5,1.0,10401
 Mondeo,2019,Manual,8597,Diesel,145,55.8,1.5,20147
 EcoSport,2017,Automatic,16207,Petrol,145,56.1,1.0,11818
 Tourneo Custom,2013,Automatic,45013,Diesel,207,35.9,2.0,3571
 Mondeo,2015,Automatic,33034,Hybrid,0,67.3,2.0,13871
 Fiesta,2018,Manual,11203,Petrol,145,59.6,1.0,10012
 Mondeo,2017,Manual,28058,Diesel,29,59.1,2.0,10781
 Kuga,2017,Manual,32086,Diesel,145,53.8,2.0,15585
 Fiesta,2015,Manual,19423,Petrol,19,61.5,1.0,10480
 Ka+,2018,Manual,2202,Petrol,145,60.1,1.2,16712
 C-MAX,2013,Manual,62447,Petrol,25,47.3,1.6,6322
 B-MAX,2010,Manual,45381,Petrol,23,47.0,1.2,14495
 Puma,2018,Manual,6,Petrol,144,50.5,1.0,24880
 Mustang,2018,Automatic,12738,Petrol,145,20.8,2.8,36037
 Kuga,2018,Semi-Auto,20693,Diesel,144,54.5,2.0,19248
 Ka+,2018,Manual,16498,Petrol,145,48.0,1.2,7669
 Mondeo,2017,Semi-Auto,25863,Diesel,126,54.7,2.0,17522
 Kuga,2018,Semi-Auto,925,Diesel,145,35.1,1.5,33060
 Mondeo,2017,Manual,44878,Diesel,145,65.7,2.0,15960
 Kuga,2018,Semi-Auto,30000,Diesel,145,38.0,2.0,16578
 Kuga,2018,Semi-Auto,11770,Diesel,144,55.9,1.5,18442
 Mondeo,2019,Automatic,9948,Hybrid,0,66.5,2.0,19290
 Fiesta,2016,Manual,19522,Petrol,124,58.6,1.2,13450
 B-MAX,2013,Manual,22370,Petrol,25,47.9,1.2,7065
 Kuga,2018,Semi-Auto,37302,Diesel,145,54.3,2.0,16191
 Galaxy,2016,Semi-Auto,29036,Diesel,127,52.3,2.0,19014
 Mondeo,2015,Automatic,13302,Hybrid,0,41.9,2.0,14845
 Puma,2019,Manual,4418,Petrol,151,51.2,2.2,21318
 EcoSport,2018,Automatic,14393,Petrol,146,43.9,1.5,9914
 C-MAX,2018,Manual,1,Petrol,152,64.9,1.0,18920
 C-MAX,2018,Manual,59902,Diesel,31,63.6,1.5,9459
 C-MAX,2017,Manual,39284,Diesel,22,64.8,1.5,10341
 Edge,2018,Semi-Auto,19281,Diesel,146,36.9,2.0,15939
 Ka+,2019,Manual,1747,Petrol,146,47.5,1.2,20107
 Focus,2017,Automatic,27562,Diesel,145,59.8,2.0,17363
 Focus,2017,Manual,3532,Petrol,145,61.1,1.0,9789
 Focus,2016,Automatic,30451,Petrol,22,53.2,1.0,10207
 Ka+,2018,Manual,4332,Petrol,154,49.3,1.2,6972
 Mondeo,2013,Automatic,29584,Petrol,157,41.1,1.6,9253
 Kuga,2018,Manual,35245,Diesel,145,53.9,1.5,13401
 Fiesta,2018,Manual,38073,Petrol,22,65.8,1.0,10259
 B-MAX,2014,Manual,7041,Diesel,33,46.3,1.6,7159
 Kuga,2016,Semi-Auto,43104,Diesel,146,59.7,2.0,13681
 Galaxy,2017,Semi-Auto,23100,Diesel,145,51.2,2.0,18809
 Focus,2021,Automatic,8897,Petrol,150,45.0,1.0,12034
 Mondeo,2019,Automatic,13295,Hybrid,124,54.9,2.0,16786
 Grand Tourneo Connect,2018,Manual,31040,Diesel,145,59.0,1.5,13159
 C-MAX,2018,Manual,37062,Petrol,31,58.4,1.0,14338
 Grand C-MAX,2010,Automatic,99447,Diesel,30,64.7,1.5,6752
 Kuga,2016,Manual,35454,Diesel,149,56.0,1.5,18576
 EcoSport,2018,Automatic,20700,Petrol,145,44.3,1.5,11247
 Kuga,2019,Manual,12692,Diesel,145,40.2,2.0,19963
 C-MAX,2018,Manual,25925,Petrol,145,66.3,1.0,10471
 S-MAX,2018,Semi-Auto,5675,Diesel,145,53.9,2.0,24392
 C-MAX,2017,Manual,13895,Diesel,20,64.8,1.5,9276
 Galaxy,2016,Automatic,25939,Diesel,145,59.4,2.0,16339
 Mondeo,2017,Manual,9741,Diesel,145,64.9,1.5,8805
 Galaxy,2016,Automatic,37573,Diesel,125,56.3,2.0,15940
 Fiesta,2016,Semi-Auto,27317,Diesel,1,65.2,2.0,8840
 Fiesta,2017,Manual,19983,Petrol,29,67.3,1.0,11239
 Grand Tourneo Connect,2018,Manual,21174,Hybrid,145,41.8,1.5,11128
 Fiesta,2018,Manual,10311,Petrol,145,64.3,1.5,13795
 Mondeo,2015,Automatic,36694,Hybrid,226,64.8,2.0,12837
 B-MAX,2018,Manual,20366,Petrol,145,54.8,1.0,10881
 C-MAX,2017,Manual,19105,Diesel,1,63.4,1.5,13020
 Focus,2019,Automatic,18978,Petrol,248,20.8,1.5,25435
 Mondeo,2016,Automatic,38320,Electric,2,68.0,2.0,15351
 Mondeo,2013,Manual,67297,Diesel,22,65.1,2.0,10896
 Kuga,2009,Automatic,67957,Petrol,264,39.2,1.6,6407
 EcoSport,2018,Manual,14226,Petrol,149,48.7,1.0,9995
 Mustang,2005,Semi-Auto,12761,Petrol,153,35.6,2.8,21794
 EcoSport,2018,Manual,4971,Petrol,145,60.5,1.0,13815
 Focus,2016,Manual,31135,Petrol,145,60.0,1.0,8635
 Mustang,2019,Automatic,1,Diesel,144,38.9,1.5,22791
 S-MAX,2016,Automatic,80896,Diesel,125,57.7,2.0,13709
 EcoSport,2015,Manual,33823,Petrol,145,64.4,1.0,11073
 Focus,2016,Manual,46776,Diesel,1,90.4,1.5,8503
 Mondeo,2019,Automatic,13568,Hybrid,144,66.8,2.0,17547
 Galaxy,2018,Semi-Auto,23268,Diesel,146,56.5,2.0,17309
 S-MAX,2016,Semi-Auto,29367,Diesel,145,55.1,2.0,18233
 Grand Tourneo Connect,2016,Manual,21005,Diesel,145,65.7,1.5,9103
 Mondeo,2016,Automatic,24253,Electric,2,68.0,2.0,14594
 Kuga,2017,Manual,23546,Diesel,145,54.1,2.0,14688
 Kuga,2016,Semi-Auto,7683,Diesel,146,53.6,2.0,18007
 Kuga,2017,Semi-Auto,19817,Diesel,144,55.8,2.0,15095
 Mondeo,2016,Manual,37892,Petrol,24,64.3,1.6,6637
 B-MAX,2018,Manual,34565,Petrol,145,56.8,1.0,11044
 KA,2014,Manual,34465,Petrol,156,58.6,1.2,10771
 Focus,2019,Automatic,16833,Petrol,156,57.4,1.0,13882
 Fiesta,2018,Manual,29771,Petrol,145,65.4,1.0,10065
 Focus,2018,Automatic,11799,Petrol,145,59.7,1.0,13395
 Focus,2017,Manual,32691,Petrol,126,61.5,1.0,11818
 Kuga,2018,Automatic,21342,Hybrid,144,54.5,2.0,23848
 Edge,2010,Semi-Auto,24406,Diesel,146,24.9,2.0,16798
 Kuga,2019,Semi-Auto,37422,Diesel,144,41.2,2.0,16454
 Kuga,2014,Semi-Auto,34903,Diesel,155,52.3,1.6,8833
 Mondeo,2018,Manual,27721,Diesel,145,65.4,2.0,14585
 Grand C-MAX,2013,Manual,33588,Diesel,31,57.2,1.5,2069
 Grand Tourneo Connect,2017,Automatic,20886,Diesel,30,64.7,1.5,10122
 B-MAX,2018,Manual,27330,Petrol,145,53.6,1.1,2455
 Mondeo,2015,Automatic,23822,Other,2,64.8,2.0,14370
 Kuga,2014,Manual,82218,Diesel,245,59.2,2.0,2711
 KA,2005,Manual,50188,Petrol,31,56.6,1.0,3786
 Focus,2017,Manual,31200,Diesel,1,74.4,1.5,11771
 Fiesta,2018,Manual,8808,Petrol,145,40.9,1.0,16622
 Kuga,2011,Semi-Auto,39045,Diesel,205,39.4,2.0,13592
 EcoSport,2019,Automatic,3745,Petrol,145,39.5,1.0,9869
 Mondeo,2015,Automatic,38843,Other,1,66.3,2.0,13153
 Edge,2018,Semi-Auto,14955,Diesel,146,37.8,2.0,17906
 Focus,2018,Manual,11447,Petrol,145,58.7,1.0,14396
 Mondeo,2016,Automatic,16015,Hybrid,123,59.5,2.0,14259
 S-MAX,2016,Automatic,28922,Diesel,124,58.0,2.0,15443
 Kuga,2019,Semi-Auto,17281,Diesel,146,55.8,2.0,17385
 Puma,2018,Manual,1,Petrol,143,44.6,1.5,23418
 Mondeo,2015,Manual,28046,Diesel,0,68.4,1.5,7537
 Kuga,2019,Automatic,7711,Petrol,145,32.3,1.5,19131
 Mondeo,2016,Manual,86336,Diesel,24,65.0,2.0,6144
 Fiesta,2018,Manual,13069,Petrol,146,47.0,1.0,11169
 Focus,2017,Automatic,18242,Petrol,153,54.3,1.0,10124
 Focus,2018,Automatic,2946,Petrol,145,57.9,1.0,16569
 Focus,2018,Manual,6567,Petrol,145,56.5,1.0,10851
 Grand C-MAX,2017,Manual,16580,Petrol,18,54.1,1.5,9258
 Focus,2019,Manual,2328,Diesel,145,50.9,1.5,15628
 Tourneo Custom,2019,Semi-Auto,10534,Diesel,145,21.5,2.0,18947
 Grand C-MAX,2018,Manual,23899,Petrol,126,55.2,1.0,2668
 Kuga,2018,Manual,22287,Diesel,144,54.8,1.5,15706
 Fiesta,2018,Manual,15040,Petrol,21,64.0,1.0,10353
 Fiesta,2019,Manual,9182,Petrol,145,64.4,1.0,9903
 B-MAX,2013,Manual,9239,Petrol,146,21.2,1.6,9575
 Fiesta,2014,Manual,33797,Petrol,157,48.1,1.6,6467
 KA,2014,Manual,26308,Petrol,30,56.2,1.2,2863
 Fiesta,2018,Manual,74408,Diesel,0,66.9,2.0,7335
 Mustang,2021,Automatic,3050,Petrol,145,36.0,2.8,37455
 Edge,2018,Semi-Auto,16919,Diesel,145,54.3,2.0,20703
 Galaxy,2017,Automatic,16863,Diesel,146,58.8,2.0,20738
 Fiesta,2018,Manual,10490,Petrol,145,47.3,1.2,7844
 Edge,2017,Automatic,32401,Diesel,146,46.6,2.0,15509
 S-MAX,2016,Automatic,29103,Diesel,127,53.5,2.0,15569
 S-MAX,2017,Semi-Auto,30376,Diesel,145,53.0,2.0,15698
 Focus,2015,Manual,15667,Diesel,1,74.1,1.5,11365
 Focus,2017,Automatic,24315,Petrol,151,52.4,1.0,12292
 S-MAX,2016,Manual,34703,Diesel,145,50.9,2.0,18838
 S-MAX,2018,Manual,30207,Diesel,146,53.5,1.5,17857
 C-MAX,2013,Manual,21082,Diesel,145,67.1,1.5,5416
 KA,2013,Manual,96400,Petrol,29,54.1,1.2,2890
 Kuga,2019,Semi-Auto,4765,Diesel,145,60.7,2.0,17750
 Fiesta,2017,Manual,23602,Diesel,1,65.4,2.0,12095
 Fiesta,2016,Manual,32458,Diesel,1,71.2,1.5,9024
 Mondeo,2019,Manual,8400,Diesel,145,40.9,2.0,18722
 Kuga,2018,Manual,21283,Petrol,145,54.5,1.5,10753
 Focus,2016,Manual,58477,Petrol,0,60.4,1.0,12062
 Grand C-MAX,2016,Automatic,28982,Diesel,30,66.7,1.5,10271
 Kuga,2017,Manual,22571,Diesel,125,60.4,1.5,8721
 EcoSport,2016,Manual,27863,Petrol,145,60.3,1.0,9959
 Mondeo,2016,Automatic,17064,Electric,1,67.5,2.0,15097
 Galaxy,2016,Automatic,28889,Diesel,126,56.8,2.0,16454
 Kuga,2019,Automatic,1,Diesel,144,31.2,1.5,17930
 Focus,2019,Manual,3586,Petrol,145,46.6,1.0,20498
 Fiesta,2018,Manual,19541,Petrol,150,60.9,1.0,10056
 Fiesta,2018,Manual,8499,Petrol,145,65.3,1.0,10054
 Kuga,2018,Semi-Auto,18641,Diesel,145,55.2,1.5,17152
 Puma,2019,Semi-Auto,833,Petrol,147,52.0,1.0,18804
 Focus,2019,Manual,3356,Petrol,145,57.1,1.0,14933
 Kuga,2018,Semi-Auto,13184,Petrol,145,47.3,1.6,10762
 EcoSport,2018,Automatic,3584,Petrol,151,50.6,1.0,15050
 Focus,2013,Manual,93860,Diesel,0,77.6,1.6,7277
 Mustang,2018,Semi-Auto,3282,Petrol,145,48.9,2.8,33835
 Focus,2015,Manual,102424,Diesel,156,65.9,1.5,7562
 Fiesta,2015,Automatic,99097,Other,2,68.3,2.0,7734
 Focus,2019,Automatic,2024,Petrol,145,50.2,1.0,18161
 Mondeo,2016,Semi-Auto,31329,Diesel,2,64.8,2.0,11964
 Fusion,2007,Manual,117944,Petrol,213,31.5,1.5,495
 KA,2018,Manual,7233,Petrol,126,50.3,1.2,9846
 Fiesta,2016,Manual,30659,Petrol,153,49.5,1.2,9231
 S-MAX,2016,Semi-Auto,9588,Diesel,126,58.4,2.0,14089
 Fiesta,2017,Manual,28037,Petrol,145,66.4,1.0,9902
 C-MAX,2017,Manual,24964,Petrol,145,48.4,1.0,10108
 Kuga,2018,Manual,11320,Petrol,145,54.7,1.5,20552
 Mustang,2020,Automatic,22029,Petrol,30,30.5,2.8,32147
 Fusion,2002,Manual,160949,Petrol,268,31.4,1.5,495
 Kuga,2017,Manual,34961,Diesel,145,53.6,2.0,16267
 Kuga,2019,Manual,13973,Diesel,144,48.0,1.5,16659
 Fiesta,2014,Manual,100376,Petrol,146,45.3,1.6,8015
 Focus,2018,Manual,2689,Petrol,145,62.9,1.0,16562
 Tourneo Connect,2016,Manual,22126,Diesel,2,65.1,1.5,8041
 KA,2016,Manual,56103,Diesel,33,65.8,1.6,5543
 Fiesta,2018,Manual,23559,Petrol,145,65.5,1.0,10156
 Ka+,2018,Manual,30150,Petrol,146,57.0,1.2,11261
 EcoSport,2018,Automatic,44417,Diesel,0,72.0,1.5,13886
 B-MAX,2014,Manual,17830,Diesel,126,56.4,1.5,1557
 Mondeo,2016,Automatic,48328,Electric,2,68.8,2.0,10154
 S-MAX,2017,Semi-Auto,17786,Diesel,146,54.1,2.0,14782
 Tourneo Custom,2019,Manual,3592,Petrol,145,33.7,1.5,23953
 Ka+,2018,Manual,9167,Petrol,145,48.2,1.2,6438
 C-MAX,2018,Manual,10170,Diesel,145,75.8,1.5,17434
 Ka+,2018,Manual,12353,Petrol,126,56.9,1.2,5918
 Fiesta,2018,Manual,11638,Petrol,145,59.5,1.0,16431
 Kuga,2015,Manual,75664,Diesel,30,71.2,1.5,6776
 Focus,2019,Manual,3802,Petrol,145,47.8,2.3,18062
 Mondeo,2016,Automatic,40207,Diesel,145,56.0,2.0,13425
 Galaxy,2019,Automatic,5393,Diesel,146,55.6,2.0,21794
 Focus,2018,Manual,2986,Petrol,145,61.0,1.0,15815
 Fiesta,2018,Manual,30117,Petrol,0,65.2,1.5,8204
 Grand C-MAX,2017,Automatic,31484,Diesel,32,51.8,1.5,14552
 Focus,2019,Manual,10047,Diesel,0,75.3,1.5,12416
 Kuga,2014,Manual,64465,Diesel,199,40.5,1.5,5678
 Mondeo,2015,Automatic,27475,Other,0,68.4,2.0,11841
 Kuga,2019,Semi-Auto,1374,Diesel,145,46.7,2.0,19631
 Grand Tourneo Connect,2017,Automatic,18207,Diesel,146,60.0,1.5,16914
 Focus,2019,Manual,5226,Petrol,148,57.9,1.0,8908
 C-MAX,2016,Manual,14027,Diesel,145,39.4,1.5,10437
 Focus,2015,Manual,31722,Petrol,21,55.1,1.6,8893
 Fiesta,2013,Automatic,87967,Petrol,252,40.4,1.6,3729
 Fiesta,2015,Manual,33380,Diesel,1,85.0,1.5,9663
 Edge,2018,Automatic,29967,Diesel,146,47.2,2.0,33718
 C-MAX,2017,Manual,35386,Diesel,0,58.5,2.0,11918
 Kuga,2015,Manual,81525,Diesel,20,87.0,1.5,8054
 C-MAX,2016,Manual,17457,Diesel,32,57.1,2.0,19123
 Focus,2014,Manual,58150,Diesel,1,66.9,1.5,7931
 B-MAX,2017,Manual,25142,Petrol,158,47.9,1.5,8419
 C-MAX,2018,Automatic,36837,Petrol,30,58.8,1.0,11298
 Mondeo,2019,Semi-Auto,5222,Hybrid,138,49.2,2.0,23676
 Focus,2017,Semi-Auto,18451,Petrol,126,58.1,1.0,12279
 Puma,2019,Manual,3104,Petrol,144,50.9,1.0,18465
 Focus,2017,Manual,81978,Diesel,150,74.9,1.5,6881
 Fiesta,2011,Manual,12643,Petrol,155,38.2,1.2,6016
 Tourneo Custom,2017,Manual,31625,Diesel,145,28.3,2.0,30162
 Fiesta,2018,Semi-Auto,1003,Petrol,145,57.6,1.1,14531
 Puma,2019,Manual,2748,Petrol,145,52.0,1.0,19397
 Mondeo,2019,Automatic,13235,Hybrid,143,49.2,2.0,21278
 EcoSport,2018,Automatic,7113,Diesel,145,58.3,1.5,14641
 S-MAX,2010,Manual,87153,Diesel,257,58.8,2.0,4293
 Grand Tourneo Connect,2016,Manual,36052,Diesel,17,66.9,1.5,8469
 Focus,2016,Semi-Auto,21512,Diesel,145,42.4,1.5,9776
 Escort,2014,Manual,33638,Petrol,33,54.0,1.6,5534
 Fiesta,2018,Manual,7605,Petrol,145,53.9,1.0,12055
 Focus,2015,Manual,37722,Diesel,0,78.4,1.5,10148
 Focus,2019,Automatic,9261,Petrol,249,38.6,1.5,13334
 Kuga,2019,Automatic,5641,Petrol,246,37.3,1.5,14332
 Puma,2018,Semi-Auto,588,Petrol,142,52.6,1.0,26439
 Kuga,2019,Manual,18048,Diesel,145,55.2,1.5,19681
 Fiesta,2017,Manual,11614,Petrol,144,65.7,1.0,11303
 Ka+,2018,Manual,11173,Petrol,151,47.8,1.2,6821
 EcoSport,2017,Automatic,9405,Petrol,145,43.3,1.0,14245
 B-MAX,2019,Manual,4785,Petrol,145,47.3,1.5,11020
 Focus,2018,Manual,15090,Petrol,145,55.8,1.0,12802
 Focus,2018,Automatic,9661,Diesel,149,74.7,1.5,14974
 Kuga,2016,Automatic,15595,Petrol,264,35.1,1.6,3288
 B-MAX,2017,Manual,10694,Petrol,155,54.6,1.0,9905
 Kuga,2018,Semi-Auto,15793,Diesel,144,54.2,1.5,15120
 Kuga,2019,Automatic,177,Diesel,145,38.5,1.5,20075
 Edge,2018,Semi-Auto,13231,Diesel,145,48.6,2.0,22546
 Fiesta,2017,Manual,20649,Petrol,145,67.0,1.0,16486
 Kuga,2017,Semi-Auto,9520,Diesel,145,59.6,2.0,15914
 Fiesta,2013,Manual,49284,Petrol,145,47.9,2.0,7032
 Fiesta,2017,Semi-Auto,15051,Petrol,154,42.7,1.2,11698
 Fiesta,2018,Manual,30782,Petrol,0,65.1,1.0,9615
 EcoSport,2018,Automatic,28265,Petrol,125,58.9,1.0,12874
 Fiesta,2017,Manual,25655,Petrol,150,66.5,1.5,9996
 Focus,2015,Manual,37233,Diesel,28,80.0,1.5,13170
 C-MAX,2016,Manual,27011,Petrol,22,60.2,1.0,11861
 EcoSport,2017,Manual,7321,Petrol,153,39.4,1.6,13312
 Grand Tourneo Connect,2019,Manual,12494,Diesel,145,61.9,1.5,19098
 Focus,2018,Manual,45429,Diesel,0,67.6,1.5,8275
 Kuga,2019,Manual,19187,Petrol,145,58.9,1.0,16307
 Kuga,2015,Automatic,19698,Petrol,150,45.5,1.5,7627
 Fusion,2009,Manual,35803,Petrol,241,55.5,1.5,1150
 B-MAX,2016,Manual,1810,Petrol,28,57.4,1.0,6660
 Focus,2018,Manual,19232,Petrol,145,59.0,1.0,10779
 B-MAX,2016,Manual,21472,Petrol,153,61.0,1.0,7609
 S-MAX,2016,Automatic,37621,Diesel,126,55.7,2.0,16114
 C-MAX,2017,Manual,26755,Petrol,126,57.4,1.0,9602
 Focus,2018,Manual,29138,Diesel,0,65.0,1.5,8800
 Fiesta,2014,Manual,31805,Petrol,23,66.3,1.6,7400
 Fiesta,2018,Manual,17042,Petrol,145,57.3,1.2,9005
 Fiesta,2018,Automatic,13030,Petrol,145,59.8,1.2,9285
 Kuga,2018,Manual,21809,Diesel,145,74.4,1.5,13309
 Escort,2008,Manual,13749,Petrol,208,20.8,1.6,1521
 Fiesta,2018,Manual,4652,Petrol,151,48.1,1.0,9797
 Focus,2017,Automatic,10818,Petrol,247,43.7,1.5,10978
 Ka+,2018,Manual,11331,Petrol,146,58.2,1.2,12562
 Focus,2015,Manual,96269,Diesel,0,82.8,1.5,8007
 Focus,2018,Manual,8854,Petrol,145,47.6,1.0,10349
 Ka+,2018,Manual,10375,Petrol,145,47.3,1.5,12239
 Fusion,2008,Manual,87735,Petrol,213,36.0,1.4,495
 Fiesta,2018,Manual,35282,Petrol,145,64.0,1.0,14283
 Kuga,2018,Manual,28685,Diesel,145,55.6,1.5,13113
 C-MAX,2017,Manual,28435,Petrol,126,65.6,1.0,6855
 Edge,2018,Manual,23870,Diesel,146,55.7,2.0,18416
 Tourneo Custom,2016,Automatic,38625,Diesel,146,20.8,2.0,22482
 Mondeo,2015,Manual,18325,Diesel,20,65.4,1.5,8562
 Edge,2017,Semi-Auto,35625,Diesel,128,46.8,2.0,15909
 Ka+,2018,Manual,6291,Petrol,145,54.0,1.2,6243
 Galaxy,2018,Semi-Auto,6406,Diesel,145,57.3,2.0,14988
 Fiesta,2014,Manual,52987,Petrol,2,54.1,1.6,7167
 S-MAX,2016,Semi-Auto,40150,Diesel,145,57.8,2.0,17649
 Ka+,2017,Manual,19234,Petrol,145,57.0,1.0,11350
 Mondeo,2016,Automatic,22754,Electric,3,67.9,2.0,10121
 Focus,2018,Semi-Auto,32101,Diesel,145,58.6,1.0,15838
 Fiesta,2018,Manual,12277,Petrol,145,64.7,1.0,9495
 Focus,2018,Manual,9043,Diesel,146,65.9,1.5,12764
 Focus,2019,Automatic,3075,Petrol,145,56.3,1.0,18930
 Ka+,2017,Manual,11664,Petrol,145,58.3,1.2,6073
 Mondeo,2016,Semi-Auto,13921,Diesel,145,54.4,2.0,15366
 Kuga,2017,Semi-Auto,38175,Diesel,145,54.3,1.5,16562
 Focus,2019,Manual,11427,Petrol,145,51.3,1.5,17854
 Fusion,2008,Manual,144336,Petrol,211,46.5,1.4,495
 Focus,2015,Manual,62675,Diesel,1,88.5,1.5,7526
 EcoSport,2018,Automatic,733,Petrol,145,50.4,1.0,16446
 Mondeo,2016,Automatic,26554,Electric,0,68.8,2.0,12711
 B-MAX,2019,Manual,3100,Petrol,153,38.3,1.5,11501
 Mondeo,2016,Automatic,20988,Electric,1,67.1,2.0,14025
 Mustang,2021,Semi-Auto,3409,Petrol,145,29.6,2.8,36593
 Mondeo,2015,Automatic,8899,Hybrid,0,65.8,2.0,20200
 C-MAX,2017,Manual,32817,Diesel,146,66.8,1.5,11866
 Mondeo,2016,Automatic,30720,Hybrid,0,66.8,2.0,14487
 Mondeo,2016,Automatic,20947,Electric,1,67.2,2.0,13826
 Fiesta,2010,Automatic,12002,Petrol,246,39.2,1.5,2046
 Mondeo,2019,Semi-Auto,1993,Diesel,144,35.1,2.0,21073
 Fiesta,2018,Manual,22593,Petrol,144,63.1,1.2,7881
 Kuga,2017,Manual,79068,Diesel,146,59.0,1.5,11992
 Fiesta,2018,Manual,17658,Petrol,19,46.7,1.0,16711
 Kuga,2017,Automatic,19522,Diesel,148,44.1,2.0,14893
 Focus,2015,Automatic,81186,Diesel,0,88.7,1.5,6168
 S-MAX,2017,Manual,30347,Diesel,145,65.6,2.0,18230
 Focus,2018,Manual,25759,Petrol,145,64.1,1.5,10150
 Galaxy,2016,Automatic,29742,Diesel,127,56.7,2.0,16581
 Fiesta,2016,Manual,33281,Petrol,145,48.3,1.0,7542
 Fusion,2003,Manual,71328,Petrol,208,35.4,1.4,2217
 Fiesta,2018,Manual,15828,Petrol,0,64.5,1.0,10308
 Tourneo Connect,2017,Manual,12601,Diesel,31,60.2,1.5,12964
 Kuga,2016,Automatic,15057,Petrol,252,49.8,1.6,14875
 Fiesta,2018,Manual,1758,Petrol,145,58.6,1.0,9982
 Fiesta,2015,Manual,13029,Petrol,0,61.8,1.0,8221
 Edge,2018,Manual,16839,Diesel,145,47.2,2.0,34050
 Focus,2018,Manual,11734,Petrol,145,42.0,1.0,14588
 B-MAX,2015,Manual,19304,Petrol,34,57.4,1.0,9074
 C-MAX,2016,Manual,27742,Petrol,125,61.7,1.0,10460
 S-MAX,2017,Manual,30575,Diesel,145,59.8,1.5,12026
 Edge,2018,Semi-Auto,22551,Diesel,145,59.4,2.0,19364
 Kuga,2018,Manual,1918,Petrol,145,60.3,1.1,17830
 Focus,2014,Manual,26976,Petrol,126,58.3,1.0,8428
